student_id,study_hours_per_week,attendance_rate,previous_gpa,assignments_completed,tutoring_sessions,sleep_hours,part_time_job,extracurriculars,socioeconomic_index,final_score,grade
234,11.741998261970915,0.7300307073717274,2.986785204065731,72,6,7.3011960684104915,1,2,2.834978279144715,36.75,Average
235,25.719720446626628,0.7799453943456307,3.819974424745828,96,2,6.6303621542591085,0,4,2.683511524237423,78.65,Pass
236,18.169595111590056,0.833909594058596,3.442925891340931,98,4,9.332693243753727,1,4,5.401156423119348,68.37,Pass
237,4.874287066711965,0.7701570648579744,2.9143813547590143,76,3,7.411755126990768,1,0,8.18138230760184,25.17,At-Risk
238,15.932271573847139,0.9928814691223992,3.36478634846049,74,7,6.964929784525218,0,1,6.120730303851169,74.29,Pass
239,11.69106767615806,0.8589169941965902,2.180485657883476,77,2,5.060596336323606,1,3,9.038859296957577,32.53,At-Risk
240,19.26216667398112,0.8881853343259781,3.0387562299680853,82,4,5.485214697620795,0,4,6.728900397190518,76.58,Pass
241,11.037396307836497,0.8795457522400896,3.885583809839866,89,0,7.817624970719523,0,3,7.20406104069344,56.67,Pass
242,14.426317792665506,0.9408168628982391,2.6691724627645756,93,1,6.62428400681312,0,4,7.008465067543028,47.48,Average
243,17.524936394902287,0.8217225870444449,2.291419642828549,63,2,10.0,0,4,5.04513273865367,36.13,Average
244,19.328775970850607,0.6443801662452985,2.4087466668441633,62,7,6.900338446197686,0,2,7.204049399800745,40.59,Average
245,8.998517964721119,0.8479625542103171,2.146220177594567,66,5,7.202706736166505,0,0,1.6273697182206504,30.18,At-Risk
246,13.327493820795258,0.7218371727449806,2.329142855123378,77,3,5.419723622226487,0,1,8.738663247240968,25.61,At-Risk
247,12.62527344419522,0.7365659981900292,2.5776951408459823,66,7,8.136917878618378,1,1,8.000309290995256,44.26,Average
248,11.73335383713144,0.8703636822506112,1.9566597884928147,99,2,5.889134935101068,1,2,3.2070696240851095,36.38,Average
249,23.827271201405484,0.9485939685720364,2.8093710003697616,65,3,7.629294498292825,0,2,7.912292088286741,53.98,Pass
250,17.024908554804778,0.8025525892083274,3.341366304271988,81,1,7.974151977004754,0,1,1.1137834126001664,50.33,Average
251,8.695580228324774,0.8370599615118757,2.255346291911848,60,3,7.114231910881632,1,1,2.9552191523279236,18.9,At-Risk
252,19.58930973527388,1.0,3.711570354185061,63,3,9.108365122764763,1,0,1.5862351480380634,69.24,Pass
253,25.610780985063165,0.8288903815386283,3.1064752531165567,88,4,6.2671563140197,0,4,8.022042249561052,70.25,Pass
254,20.162326302755734,1.0,3.4183483513744344,80,3,9.010648255745858,0,0,7.802867360605485,75.75,Pass
255,7.403150170229933,0.8678611574757853,2.4052992676887177,85,4,5.474864777680118,1,1,8.322724214216475,21.21,At-Risk
256,12.578829635668743,0.5887084689013019,3.3127151362399694,73,2,7.958834190255563,1,4,1.0403352399297594,29.8,At-Risk
257,21.334555745933113,0.890400994532544,2.144839659762812,68,4,6.829103822450253,0,1,5.511094540105672,53.11,Pass
258,11.461652671906096,0.8457390061859333,3.334148500501905,71,6,6.150240890664078,0,0,7.343525777656028,49.63,Average
259,17.219097140731144,0.9547703304899295,2.9031036038761187,65,3,5.00646550152158,0,0,2.398610158651139,44.82,Average
260,18.873170267146683,0.880781762152395,3.13195073199087,79,4,6.687197027299825,1,0,6.848116547613622,58.99,Pass
261,10.365347642109585,0.7833852819219472,2.094643236625089,83,1,6.611421903783154,0,4,1.7569908937871714,20.98,At-Risk
262,14.702373219691,0.6530842116452762,2.262958094634037,86,6,7.2074874675453495,0,3,2.6319327049388184,42.98,Average
263,1.0,0.774917209125677,3.158336930952031,97,4,7.869777971572887,0,3,5.282171334951409,31.2,At-Risk
264,9.878061793328552,0.6979375454948841,2.2309911974654795,67,2,6.029840592273586,1,1,6.882086374129918,8.45,At-Risk
265,13.737159243034199,0.7303371860234333,3.0779237752594737,60,0,9.10992121740472,1,4,2.312822142585065,16.08,At-Risk
266,8.761084090175753,0.8706294085304732,1.9797173161238524,83,2,6.353758345233258,1,2,2.667009977478441,21.52,At-Risk
267,23.162056519658176,1.0,3.3089045276000006,66,4,7.72263277483288,1,3,2.840017303590967,67.27,Pass
268,7.849293110196837,0.8473605835787578,2.0604860111388943,78,3,7.10820085991594,0,4,3.148307242290806,18.51,At-Risk
269,12.79977756651508,0.656494032555778,3.131379962607714,81,4,6.761548343613302,1,4,3.038984636736621,39.62,Average
270,15.653702886430457,0.8533523201864169,3.1753785601876006,94,4,7.048068618718038,0,3,4.5563419764787305,67.59,Pass
271,22.206366445330577,0.9435957783974782,2.381936908942255,89,6,5.871654978195275,1,4,6.884106857530506,63.81,Pass
272,7.8206892441028035,0.7268260514816742,3.149215940250836,88,3,6.534920640913082,0,4,4.942286048210227,39.82,Average
273,20.815818760774796,0.78391793999925,2.9562653580001332,81,2,5.392293696044621,0,3,7.983765178748993,57.02,Pass
274,15.051165305097935,0.8017625833675037,2.4766948862843567,70,5,6.3408755966556765,0,0,7.473416553537533,36.0,Average
275,10.092456744760245,0.7058122024301312,2.194867189554275,79,5,6.4399996875784735,1,1,2.138742226441681,32.84,At-Risk
276,17.310517371316354,0.8777936520612631,1.6224245849964525,88,4,8.01426563532561,1,2,1.4395746098866953,35.34,Average
277,15.995298477867351,0.7854862221670662,3.009790028379816,100,2,6.601689767983533,0,1,8.901474075996454,59.42,Pass
278,11.998915614206027,0.8503438932688434,1.8611183371827669,93,1,6.462302051515153,0,0,1.7184795990658608,33.75,At-Risk
279,15.349010424950094,0.6935009386637481,2.8572065196647847,60,5,7.264048199984847,1,0,2.3350526264774176,33.24,At-Risk
280,13.0734320156912,0.7475050039611908,2.6419310703506502,90,6,7.217023131187076,0,4,1.1991994800230625,51.44,Pass
281,15.56758672625624,0.8866857629393325,3.207485665262917,89,1,6.290751194422054,1,1,6.655027287687884,52.81,Pass
282,18.310653372605234,0.755260021748988,2.6187727003060814,77,6,7.473074071022557,1,0,6.241335068425137,41.69,Average
283,22.93008408072676,1.0,2.602331328191745,76,3,6.7856233627863345,0,1,9.882132997917301,62.37,Pass
284,8.810922505865754,0.7520436577262478,3.239122422572977,97,4,6.288804039213992,0,0,8.982391566854549,46.24,Average
285,25.665166873281333,0.8269621670902263,3.00103481745047,73,3,6.405425402873208,0,2,4.6975885973281875,63.52,Pass
286,5.239561002387491,0.9119108998247708,2.989693574309667,82,3,8.139220827222331,0,0,4.344272568212815,31.57,At-Risk
287,14.241074524822084,0.6297961120480362,3.0815605538851156,84,4,6.44148640808853,0,1,3.6716683085198656,50.02,Average
288,17.941586032422883,0.5887029425623069,1.8786567260757363,74,1,7.313350403807371,0,4,2.3716622803409324,28.29,At-Risk
289,16.404959338675162,0.6169212422515886,3.254073207992189,81,5,5.461119682743444,0,1,2.2427529094180816,55.99,Pass
290,11.886502400897031,0.9515100924112618,3.1674812764081612,62,2,8.338365998070712,1,3,2.1905533720864487,43.48,Average
291,13.959388748213623,0.7337770224929064,2.1899901228541014,78,4,6.300406871009811,1,1,2.027032814681007,27.63,At-Risk
292,12.534995326705836,1.0,2.653551715795479,93,5,7.4803473960926645,0,2,3.164608381649832,55.4,Pass
293,12.053176215278942,0.7322902881611134,2.7764156274234213,94,3,6.698118246396284,0,2,3.760017672818048,40.07,Average
294,19.248010485105123,0.8221461563836445,2.71930192935896,60,3,7.46660098935095,0,2,9.654210739350242,47.12,Average
295,16.785077429825236,0.9850531943081451,3.0003159799411208,80,4,7.532128264437631,0,0,6.206259259016972,63.15,Pass
296,11.53545202369673,1.0,3.65882006909871,88,2,6.826404087747875,1,2,9.88836197061953,57.64,Pass
297,19.497999377166252,1.0,3.449060036603697,65,4,4.760842542046877,0,1,4.352202530431059,73.21,Pass
298,16.536497604383047,0.9450039476711771,2.012668483941156,96,0,8.309218131289889,1,4,5.118639693304969,41.2,Average
299,19.0643105941948,0.9228875030973755,3.173241994183629,60,0,6.832116805238997,0,2,3.9212079324875124,44.77,Average
300,18.14814420961806,0.871103233904142,3.5973599917212455,60,4,7.441607208608879,1,1,2.645988858068974,52.15,Pass
301,10.855024945389639,0.8934033291399965,3.0320851124135215,86,2,7.8300624278899225,0,0,2.2884823699982126,49.46,Average
302,12.199094799015153,0.733857714040576,3.45458825511158,80,2,6.451391023428365,1,0,9.505712780270487,45.57,Average
303,18.736468025616308,0.7018161339893232,4.0,75,1,7.6205625479253545,1,4,9.881296136188801,57.04,Pass
304,18.051851327167324,0.7995950651106858,3.4142257276641885,99,2,6.102877487050911,1,4,1.404185468578584,70.16,Pass
305,14.895492030179259,0.7795778452970086,2.9495851573850373,85,5,7.465051427774258,1,1,2.353112872585899,56.27,Pass
306,15.58663691654391,0.745612634080727,3.427053084450852,75,2,7.0236433161734455,0,4,4.811716830709203,51.17,Pass
307,21.388324478942124,0.8835664936948059,2.8869326998581344,87,3,6.493005827799452,1,4,2.677001287099666,56.95,Pass
308,12.042143055820851,0.9146366250284613,2.814341825970973,60,0,7.056390604375598,0,0,4.274923542641949,24.82,At-Risk
309,17.735486905850188,0.8106088263550217,2.5891514585717603,95,2,5.7337678319246175,0,1,2.1618671487367003,50.68,Average
310,13.98903673783053,0.9773036097266314,3.7380480152992646,69,3,7.370847913208677,0,4,5.108605810496112,63.98,Pass
311,13.911593983863899,0.6629973063039795,2.308942800434799,76,4,7.4953864948273825,1,1,3.4452515455233335,34.81,Average
312,20.49388425993595,0.7767608648864339,3.7194206348068692,82,6,7.414768167884937,1,2,4.167145501827948,72.72,Pass
313,19.12708174494015,0.7139813215276635,3.0999184742442227,66,4,8.80260499304918,1,0,1.8488138631647284,50.46,Average
314,19.067548180003193,0.5760156059512329,1.960416295118835,66,3,6.8860315430739805,1,0,4.853152456391276,19.31,At-Risk
315,21.527394035771646,0.7900783176988762,3.020589575794853,74,2,6.968652793446514,0,0,9.849318498654128,57.94,Pass
316,15.105019208163796,0.785390298994006,1.5399840954090254,93,5,5.59567671865396,1,3,3.959497421930713,36.28,Average
317,18.40976485647482,0.9816139691890557,3.175304810098621,63,3,8.886963389851486,1,1,8.887863473581916,44.73,Average
318,13.44866621703272,0.8756974021465733,3.3311388897933947,73,3,5.202227925838592,0,2,8.588792274613166,49.29,Average
319,16.62083176244221,0.6770975810804954,2.4445864266087676,73,2,7.2742763280398535,0,4,9.568525764674895,37.0,Average
320,14.349284728161576,1.0,2.874128617573349,75,3,6.262262711549698,1,2,8.110985610403851,49.15,Average
321,15.484979824963592,0.9465240434630424,3.9724944602501715,66,6,7.074779935209567,1,1,6.936371443529334,61.01,Pass
322,17.97578512718457,0.8698517244162339,2.496551977442838,91,1,5.43032887344809,1,0,8.709259998047118,35.09,Average
323,10.908896583832638,0.7728219081380202,2.1646554477660396,78,2,8.069996163725055,1,3,1.6808021259161467,19.16,At-Risk
324,25.461936378427303,0.6848672915931825,3.688998041477559,61,2,5.8537844820405525,1,1,5.16547591478927,56.87,Pass
325,9.96991309250149,0.7553351868714737,3.9775523143184763,69,2,8.399503735719383,1,1,9.90330614753553,36.99,Average
326,8.92905693606134,0.9306498343645023,2.8022174031087084,76,7,5.886867457772452,1,4,7.92640136165259,44.2,Average
327,20.790554367500338,1.0,3.4068778212450135,96,1,8.170254902925286,1,2,9.658678402335008,74.03,Pass
328,18.95831346981468,0.9851892233926627,3.6048855493185283,71,3,6.002842148333182,0,2,8.016709205201312,71.59,Pass
329,18.120599085260775,0.7413380693856472,2.3545094604769696,65,8,6.262468346481791,1,4,8.873937706979298,31.91,At-Risk
330,18.1417275463214,0.6656459080053188,2.5088164987792787,81,1,6.997784693963056,0,3,7.358766690728719,31.5,At-Risk
331,14.938766135765427,0.8169063496293445,3.538524707892841,91,2,5.982487955819462,1,0,7.844518039755158,54.14,Pass
332,10.513728142570843,0.5877872761324578,3.8110085672251053,100,4,5.947149058503951,0,0,5.708602088555506,56.87,Pass
333,15.379022790968632,0.8387801257021739,3.1377285161046125,79,1,5.996390436401734,0,3,9.318139307327197,50.44,Average
334,11.614191442439441,0.7822876896441598,2.272111387898767,60,4,7.382626701527129,0,4,8.425350195610255,26.92,At-Risk
335,19.875598667088756,0.7440756197758109,3.9922366670196645,65,4,6.999460721581286,1,1,8.59496469099069,58.87,Pass
336,14.264713092489307,0.6086356319279846,2.4814174613128213,78,4,7.0631574734723745,0,2,7.057081908667471,31.39,At-Risk
337,10.872514016037442,0.861632012788366,2.5989173312971285,77,2,6.610440574766948,0,1,3.741219523785241,31.67,At-Risk
338,13.393070791735033,0.7360758992405707,3.0054027006937725,65,5,7.658439879832803,0,2,1.3206681585112539,44.38,Average
339,17.06465727137812,0.6596099797147654,3.7324962524288643,92,3,8.260069637344747,0,1,9.420896164685901,58.12,Pass
340,12.181377235980126,0.45532853440620213,3.312385585931334,82,3,7.690740477041471,0,4,6.275083139249472,37.87,Average
341,10.888898022167844,0.7966982113939237,3.048919300217146,82,3,6.749234138500805,0,4,3.683286740333262,43.9,Average
342,16.218436057459563,1.0,3.0779731180708634,85,2,5.53505789959081,0,3,2.3422159706278403,60.56,Pass
343,16.224832855543614,0.9993511057457445,2.8261088011860793,72,3,4.627503160379106,0,1,8.465708489506792,50.7,Average
344,12.46528412314435,0.7451484492096474,3.1348837087111034,66,0,6.922162179552286,0,1,8.528681750028209,25.24,At-Risk
345,12.644808471908386,0.7277345527565864,1.2822639533834181,74,1,4.608170304530137,0,3,8.330571713174784,6.56,At-Risk
346,16.16024968678818,0.8562529107290029,2.622035524558121,86,1,6.760833599997313,1,3,6.8057442277010765,40.15,Average
347,7.759578292513379,0.6801937472974051,2.9447931609500686,85,3,8.683147838567885,0,4,4.294138488326883,21.84,At-Risk
348,7.962681128117223,0.8362150279783359,2.1093915498282954,92,5,5.615835939242549,0,4,3.736632563022313,33.78,At-Risk
349,11.40777889373782,0.8919296334061628,3.031793990686936,74,1,5.456671662383307,0,1,1.0769929310635318,43.98,Average
350,13.932764241440763,0.947231986866117,2.677317267408327,95,7,7.764321075297067,0,4,8.502468028194162,66.41,Pass
351,16.554537827990025,0.7879815108224058,3.8532854189892936,86,3,4.0,0,4,1.7868942774427823,63.84,Pass
352,22.376781084747762,0.7755591499787642,3.7438118351289136,64,2,7.45816976847454,0,1,6.676794982366909,62.45,Pass
353,19.288298116010097,0.6946420895892127,2.520516658529102,61,6,8.762211130872991,1,3,5.536674521560795,36.08,Average
354,14.200307350182864,0.7007743575152169,2.7094973730599827,92,5,5.953018108725988,1,1,5.74020423033716,44.66,Average
355,14.904918960486556,0.7728225329718168,2.755631460634964,75,4,5.74691230345854,0,0,9.340415607769959,50.56,Average
356,9.987353176810956,0.8440838608179414,2.5290043143042262,82,3,7.708027957119436,1,1,1.284535101441179,35.76,Average
357,14.90743432003805,0.90963015514799,2.917014990416876,97,1,5.595107467088535,0,0,7.9605300216589505,57.51,Pass
358,13.556706805399308,0.7036185259183587,2.3450307586674457,75,4,7.972982468481352,1,1,1.4684715853057642,25.91,At-Risk
359,16.613592801690448,0.9791226282751426,2.121630799037484,73,1,5.69282808610136,0,0,1.343382453418395,42.43,Average
360,10.863845282238385,0.7674651678748918,3.1736267343401607,88,1,9.122082802401302,1,0,4.868359283272437,29.97,At-Risk
361,17.596732571205862,0.7974359246781877,3.1777177505330862,85,5,7.794766774873875,0,1,1.5676765690867005,61.22,Pass
362,22.66369456501289,0.7103345985022612,2.3174105442040043,94,2,7.045652572227759,1,4,8.102295561636208,50.39,Average
363,14.456199257715712,0.509091168767247,3.3372132584575596,74,4,9.052905931710825,0,2,5.766067842835035,42.78,Average
364,17.008558610494706,0.906085447563326,2.421053362500801,62,6,8.237852449422041,0,4,1.26134904393797,50.07,Average
365,18.450719958555563,0.8884212676510921,2.9518991428227883,82,3,7.442340132331973,1,0,1.3645061783372756,55.74,Pass
366,12.993897640570818,0.7662406931458144,3.2922064075674733,88,1,4.764136079513822,0,1,6.514016767655314,46.28,Average
367,16.120462409052084,0.8080388860669847,2.779832461177772,93,3,6.158207150716736,1,1,8.255006358925645,51.51,Pass
368,15.062962003908975,0.861912706124492,3.0728445472846806,92,2,8.302491506644607,1,1,4.940195781472962,47.14,Average
369,15.48838049274416,0.6124944971736149,2.4901422136674567,100,4,5.4398487481508795,0,1,5.991226043820619,41.19,Average
370,11.134951080722669,0.7365136787184446,2.6821200499431415,100,2,6.0811320720367545,0,2,8.198465086449115,41.39,Average
371,15.122550871294713,0.8953117615546193,2.6764843414717956,82,5,5.773482654992067,0,3,6.4945555663763725,54.41,Pass
372,17.489991456227248,0.6494852692196902,2.3520529920758566,66,3,7.482828191585491,1,0,3.0228421389293754,18.57,At-Risk
373,22.25571803897521,0.8352269518599955,2.6939355021305307,62,4,8.156334173035457,0,2,6.5174682328253075,54.82,Pass
374,19.796354130426035,0.6372101834451914,1.870829020681752,91,3,8.157518702309485,0,4,6.654515131586922,41.73,Average
375,25.765912287557782,0.8559715978920233,2.505307751714737,90,3,5.976616724713283,1,3,7.60696282793014,62.48,Pass
376,11.163262185559752,0.795723022124302,2.629074703978197,77,0,7.466390226842417,0,3,6.587867688011211,38.94,Average
377,19.361603183603393,0.606184182091339,2.6462921485027717,66,3,5.920140859545165,1,1,9.723179174122341,29.24,At-Risk
378,15.916710028691758,0.9397687225348605,2.6551015324775324,100,0,6.74734180031436,1,2,2.775594778453616,47.66,Average
379,25.94901466608836,0.7118490107842341,2.7629414800839225,60,3,7.62420171873522,0,4,9.559816116103686,50.11,Average
380,10.958508573224243,0.7027697075582743,3.0876649108516383,73,5,8.27365040395502,0,1,5.845055413150146,39.67,Average
381,10.80139078909612,0.8240683036677132,3.3247102444795136,91,2,4.420723607606613,1,1,7.047605264454209,43.99,Average
382,12.00303677277989,0.9378364819314459,2.4101408638910398,65,0,7.118361629690199,0,0,1.8951543770697086,21.63,At-Risk
383,4.380521378450965,0.6781013817225924,2.078079486766513,98,5,8.68875196423593,0,3,4.4251834724029635,21.23,At-Risk
384,12.371224891596196,0.8074015819817566,2.174773352654138,69,3,7.278663315610441,0,4,7.924412318168554,27.18,At-Risk
385,11.20433669223151,0.8514579800396688,2.5076782472830437,66,2,7.099135927351975,1,3,7.362199135890913,29.85,At-Risk
386,15.751968932381038,0.8831726728715773,2.5888472093100945,85,3,6.324391418223557,1,2,1.3612544934886917,55.15,Pass
387,16.708779878885796,0.8211729866332671,2.3380023602815254,93,2,8.656903561343537,0,0,5.919348371475201,52.35,Pass
388,24.380854196079433,0.7559566593100013,2.0223300014500634,89,3,6.379859085746473,0,1,1.794503736715685,49.52,Average
389,19.75211919093025,0.7006891735221537,2.526327503515487,95,4,6.879820731460806,1,0,9.96270786260346,47.13,Average
390,12.115481721687985,0.810337265965565,2.9088559720683826,80,1,6.435744185761925,1,1,9.075669296799651,33.36,At-Risk
391,10.50792664325821,0.6713433185617272,3.1570176795013385,76,3,7.129834610217957,0,0,1.1897259438568326,43.59,Average
392,17.459595857532527,0.4494379419806472,2.465546168135007,92,2,8.710782398857836,0,1,8.727846210123676,32.25,At-Risk
393,8.398833964896788,0.8523871764989202,2.5522013067139393,69,2,5.912672163308004,1,3,9.27486640502567,15.75,At-Risk
394,24.15729382927177,0.9084721809303434,2.2439810146916135,71,0,7.135063917102239,1,3,4.181934003071095,41.41,Average
395,20.897200603606436,0.5164481077349794,2.781136497775134,75,3,7.46927740025897,1,3,7.4755148954298924,40.21,Average
396,12.654121739476476,0.6788323154348075,2.290942819485511,100,3,6.025201438036784,1,3,4.97893371587001,36.38,Average
397,6.434327354545612,0.8742985113206238,3.14387668794472,91,2,6.929180972667136,1,0,6.897092361187097,36.47,Average
398,21.769361870827062,1.0,1.728480104839533,74,1,9.221608143389293,0,1,4.062856638683723,46.78,Average
399,14.42730077373691,0.802495244921049,2.5842221965285224,86,3,4.8778128065344575,1,3,3.9030331296994154,30.08,At-Risk
400,21.189081559867308,0.7126396470525039,2.980664403515045,87,4,6.494559114211118,1,0,4.8199049997182115,56.8,Pass
401,7.0278617060281645,0.7780524270674192,2.9103007097935025,76,4,7.300671408316111,1,1,2.3101098278725103,32.34,At-Risk
402,12.003124885231136,0.9649851702977822,4.0,61,5,6.548868436801293,0,0,8.480250679918443,57.72,Pass
403,15.026218498590916,0.7224842985050558,3.0098800147407445,95,5,10.0,0,3,4.13828105825473,52.82,Pass
404,15.234902968823711,0.7040969592019696,2.197567241894794,66,2,7.658428883777551,1,2,4.601345985152607,12.39,At-Risk
405,12.749672642603782,0.7420707773381562,2.742721451746556,72,3,5.746757004568629,0,0,9.046491514319301,41.97,Average
406,18.114249661737492,0.6856005670089546,1.7342521999201288,74,3,4.195888773615629,0,3,5.469614326568542,24.94,At-Risk
407,9.661897853087028,0.8147204379193755,2.7516401504219434,84,2,7.408331035302225,1,4,5.898285184157766,32.66,At-Risk
408,14.288102574893532,0.9949614150163473,2.300166365799545,82,2,6.093257051430953,0,1,9.608483122993887,47.15,Average
409,15.601478158559495,0.8387695127739235,3.349234165336097,81,4,8.546678207534384,1,3,8.980537448304903,61.45,Pass
410,17.572194170293745,0.7697175797448456,2.470275835242679,85,1,6.670161324507539,1,4,2.5252003799959555,36.95,Average
411,18.55807439044445,0.7649826477301348,2.729940450522852,92,6,6.317978031196564,0,0,5.258935269262945,58.95,Pass
412,9.376789540810654,0.6124171029564012,2.418665295157358,70,1,6.297703411426019,1,0,9.74166604685691,9.83,At-Risk
413,7.329429146321889,0.9059731732576591,3.8433108111119987,69,4,8.183811008595134,1,4,4.351296684057424,50.87,Pass
414,21.388384109492545,0.7906595363584638,2.607254340329253,84,2,7.498699647800757,0,4,4.344157976645801,52.6,Pass
415,16.661570059897958,0.778342410369125,3.8995342260875208,96,4,9.107148068549053,0,1,2.755272086102389,68.83,Pass
416,11.257567317217232,1.0,3.2884910572709596,97,3,6.741871460556174,1,0,2.028908027072127,51.47,Pass
417,22.755759877612615,0.8358503490038824,3.0892400364012316,100,5,8.034735294463639,0,4,7.662743116803836,72.97,Pass
418,15.578373171464293,0.7097850739885779,3.021239888390512,83,5,8.055251301293975,0,2,7.930274218313649,55.59,Pass
419,20.896485920319133,0.7488370884553348,3.036278378929751,99,1,7.808576143676271,0,2,9.721116671527,59.89,Pass
420,15.337592407050545,0.9378134851036106,1.6433964523926339,92,4,6.38817061714403,0,4,7.960763898148267,40.35,Average
421,25.303739624409936,0.8135924492645318,2.632669963509546,76,2,7.568089636054945,0,1,3.1901724463023884,54.94,Pass
422,23.77670421221602,0.627406642601916,3.3070947827105925,83,3,6.883309071923199,1,0,1.3610492045966391,58.34,Pass
423,13.755179257604633,0.9103074721490245,2.7706616899155363,96,1,6.851780474690149,1,2,9.868936459326942,45.24,Average
424,19.85785475477178,0.7198227097353208,1.9568860919178548,61,4,6.033027649977681,0,4,4.0640562598924515,31.19,At-Risk
425,18.226879747925736,1.0,2.768557329653518,91,3,4.455593510523132,0,4,3.8077438818917866,70.48,Pass
426,21.843157787661745,0.9296057678857579,3.8224633097532945,83,4,8.498051637037822,1,3,9.153596887744442,84.24,Pass
427,10.175382697099478,0.7463213725209499,3.5481350293208314,68,4,7.517870043143176,0,4,6.265899086904875,35.83,Average
428,18.430257299992196,0.9537219634082136,2.762797594380381,63,4,5.388162136387688,1,1,2.933840564642211,49.82,Average
429,20.29212243424794,0.8081426612632885,3.370869566234852,76,3,7.861252552657577,1,2,9.001866184446156,54.24,Pass
430,6.206302567884428,0.9023328410146664,2.5800957877791686,76,1,8.52176259158829,1,3,9.94024769549269,20.11,At-Risk
431,9.083707436671125,0.858167938075337,1.7776770479039685,89,5,7.933200936059394,0,2,1.7801070503574765,32.76,At-Risk
432,4.803839111199498,0.6984372014010952,2.245320407122267,99,5,5.930034185400483,0,2,8.760264654722384,27.2,At-Risk
433,13.652965827777212,0.7227740201219046,3.7377332611049185,70,4,6.1216097289570435,0,1,4.514641279159546,52.58,Pass
434,18.58771127897981,0.9235952981097394,2.6356041509024175,80,5,6.342548782183062,0,4,5.716652018560339,62.43,Pass
435,22.51178526048014,0.7598269601472152,2.653969612374989,80,3,8.033301767444573,0,1,9.233343781884827,56.37,Pass
436,15.370473902098876,0.7515621844109605,2.6200970822350715,77,2,7.5747518310016115,1,4,9.760412761976054,31.02,At-Risk
437,23.143077727856458,0.6853852904780777,3.942481953743804,88,5,10.0,1,3,3.3594751936791942,72.47,Pass
438,8.099492708925542,0.8508318878712153,3.7755753492172377,83,6,5.030937925938541,1,1,2.915656938639224,47.4,Average
439,6.483087803224226,1.0,4.0,69,3,6.936881996117602,1,1,1.7246490273236068,44.24,Average
440,14.722261505516906,0.6718960502894873,2.704572873759969,76,0,4.686693688788162,0,0,6.056180673959242,38.61,Average
441,16.920327244696537,0.802906334800731,2.9773746932482568,77,3,7.715977485681417,1,1,1.1224395590560143,42.74,Average
442,14.836526259529535,0.9694664666498516,1.8900144703475252,79,1,8.280273542376708,0,0,4.707084678489429,29.64,At-Risk
443,4.662789499800617,0.7904430330505142,3.6861606556709643,96,0,8.730527340121771,0,4,1.660456149868077,42.07,Average
444,14.554399802436057,0.8542846155499682,2.099332269239239,77,1,7.226226511437747,0,4,4.647032046364005,31.02,At-Risk
445,8.477652497475734,0.6725127766223745,2.9300653382575774,76,4,4.704028754886725,1,4,1.3593897033904834,25.93,At-Risk
446,18.348362744150194,0.8513968516649179,2.1416184834202934,68,2,6.939821715032502,1,0,8.51695534547892,38.68,Average
447,16.83299123048424,0.7775426881994542,2.4466799039567824,73,8,7.52414787282923,0,4,2.887650945447093,53.17,Pass
448,10.300601068363225,0.9182875994815836,2.2976425413701795,88,7,5.793824494379024,0,2,3.9547783932212077,45.38,Average
449,12.430665413316532,0.9424863261877702,2.435274843594509,90,3,6.68202560377307,0,1,8.830431969457527,44.76,Average
450,9.703932390555241,1.0,2.476526378110613,63,3,5.467540438484743,0,0,7.716394551989846,30.94,At-Risk
451,14.68660451363414,0.8695559807856291,2.4710387230449538,77,3,6.264754564770565,0,4,2.971345254778526,46.03,Average
452,19.775711602506192,0.83909555798986,3.3000003470681842,79,0,8.094959883283975,1,2,1.6470947679174643,50.46,Average
453,10.071369768322281,0.8233261161892804,2.137082324162488,68,3,7.81619553614955,1,1,7.441063991698056,11.07,At-Risk
454,17.520232577589223,0.7576200448627175,2.9323248562083197,72,3,5.32573658867627,0,1,4.516322956192984,46.6,Average
455,12.348711908137796,0.840618061215403,3.5307754913833347,74,4,6.154017822834321,1,4,7.894719992063991,42.08,Average
456,11.035635838688279,0.7645518307833166,2.4920821812919622,86,1,7.0685103817308885,0,2,5.007652951376894,40.65,Average
457,14.46484820022721,0.8202153171523537,2.3692486655514386,74,3,7.271829182257447,1,0,4.114021716750488,28.26,At-Risk
458,9.823788387903129,0.9581117042729552,2.6616852248918494,87,4,6.204525092144867,0,4,5.060848673911568,46.2,Average
459,12.231753473264089,0.6792148921664432,3.5078351250164257,96,4,7.571748943985911,1,1,7.73703087103609,51.96,Pass
460,9.010610537055758,0.9367854273354854,2.9164645785720142,78,2,6.9576613353822845,1,1,9.119982578863366,34.32,Average
461,24.823625664581947,0.9580538080807839,2.481271423235441,85,5,4.0,1,1,1.4479047692971798,66.2,Pass
462,15.176317759858643,0.7858317767610706,3.0903259907128238,85,2,6.31399560726796,0,4,5.717003871042596,51.59,Pass
463,11.501372460037071,0.5453774121189687,2.1386247100981457,84,4,6.279729123867315,1,3,1.2955188617548985,25.15,At-Risk
464,16.06989955367111,0.7270613615486682,3.2088157062657685,85,3,7.813928440467691,0,3,5.215685905219228,56.01,Pass
465,14.438359751545851,0.9556393455873331,3.0451643846210605,85,3,7.835271084613657,0,3,8.967545461872103,63.88,Pass
466,13.895152002333885,0.7972558325241342,2.6153149173166694,87,2,4.993476674886544,0,2,4.254312397782787,37.37,Average
467,18.070833500217127,0.6800837321246107,2.296848520931661,77,2,7.526166108395881,1,4,9.39205378972579,32.12,At-Risk
